,Unnamed: 0,character,line,gender
707,707,PETER PARKER,"Oh god.  Hey buddy, I think you lost this!  Those wings carbon fiber?",MALE
708,708,SAM WILSON,Is this stuff coming out of you?,MALE
709,709,PETER PARKER,"That would explain the rigidity-flexibility ratio, which, gotta say, that's awesome, man.",MALE
710,710,SAM WILSON,I don't know if you've been a fight before but there's usually not this much talking.,MALE
711,711,PETER PARKER,"Alright, sorry, my bad.  Guys, look. I'd love to keep this up but I've only got one job here today and I gotta impress Mr. Stark, so, I'm really sorry.  Wwahhhh!",MALE
712,712,BUCKY,You couldn't have done that earlier?,MALE
713,713,SAM WILSON,I hate you.,MALE
714,714,JAMES RHODES,Great.,MALE
715,715,SCOTT LANG,"Hey, Cap, heads up!  Throw it at this. Now!",MALE
716,716,JAMES RHODES,"Oh, come on!",MALE
717,717,SCOTT LANG,"Oh, man. I thought it was a water truck. Uh . . . sorry.",MALE
718,718,JAMES RHODES,"Alright. Now, I'm pissed.",MALE
719,719,NATASHA ROMANOFF,"Is this, part of the plan?",FEMALE
720,720,TONY STARK,"Well, my plan was to go easy on them. You wanna switch it up?",MALE
721,721,CLINT BARTON,There's our ride.,MALE
722,722,STEVE ROGERS,Come on!,MALE
723,723,VISION,Captain Rogers. I know you believe what you're doing is right. But for the collective good you must surrender now.,MALE
724,724,SAM WILSON,"What do we do, Cap?",MALE
725,725,STEVE ROGERS,We fight.,MALE
726,726,NATASHA ROMANOFF,This is gonna end well.,FEMALE
727,727,PETER PARKER,They're not stopping.,MALE
728,728,TONY STARK,Neither are we.,MALE
729,729,NATASHA ROMANOFF,"We're still friends, right?",FEMALE
730,730,CLINT BARTON,Depends on how hard you hit me.,MALE
731,731,WANDA MAXIMOFF,You were pulling your punches.,FEMALE
732,732,BUCKY,I didn't kill your father.,MALE
733,733,T'CHALA,Then why did you run?,MALE
734,734,PETER PARKER,That thing does not obey the laws of physics at all.,MALE
735,735,STEVE ROGERS,Look kid. There's a lot going on here that you don't understand.,MALE
736,736,PETER PARKER,Mr. Stark said you'd say that. Wow.  He also said to go for your legs.,MALE
737,737,SAM WILSON,"Clint, can you get him off me?",MALE
738,738,CLINT BARTON,Buckled in?,MALE
739,739,SCOTT LANG,"Yeah. No, I'm good. I'm good, Arrow Guy. Let's go. Let's go!",MALE
740,740,STEVE ROGERS,Stark tell you anything else?,MALE
741,741,PETER PARKER,That you're wrong. You think you're right. That makes you dangerous.,MALE
742,742,STEVE ROGERS,"Guess he had a point.  You got heart, kid. Where're you from?",MALE
743,743,PETER PARKER,Queens.,MALE
744,744,STEVE ROGERS,Brooklyn.,MALE
745,745,TONY STARK,Friday?,MALE
746,746,FRIDAY,We have some weapon systems offline.,MALE
747,747,TONY STARK,They what?,MALE
748,748,SCOTT LANG,"Oh, you're gonna have to take this into the shop.",MALE
749,749,TONY STARK,Who's speaking?,MALE
750,750,SCOTT LANG,It's your conscience. We don't talk a lot these days.,MALE
751,751,TONY STARK,Friday?,MALE
752,752,FRIDAY,Deploying fire suppression system.,MALE
753,753,SCOTT LANG,Uh -oh. Oh boy. Whoa!,MALE
754,754,BUCKY,We gotta go. That guy's probably in Siberia by now.,MALE
755,755,STEVE ROGERS,We gotta draw out the flyers. I'll take Vision. You get to the jet.,MALE
756,756,SAM WILSON,"No, you get to the jet! Both of you!  The rest of us aren't getting out of here.",MALE
757,757,CLINT BARTON,"As much as I hate to admit it, if we're gonna win this one, some of us might have to lose it.",MALE
758,758,SAM WILSON,"This isn't the real fight, Steve.",MALE
759,759,STEVE ROGERS,"Alright, Sam, what's the play?",MALE
760,760,SAM WILSON,"We need a diversion, something big.",MALE
761,761,SCOTT LANG,"I got something kind of big, but I can't hold it very long. On my signal, run like hell. And if I tear myself in half . . . don't come back for me.",MALE
762,762,BUCKY,He's gonna tear himself in half?,MALE
763,763,STEVE ROGERS,"You're sure about this, Scott?",MALE
764,764,SCOTT LANG,I do it all the time. I mean once . . . in a lab. Then I passed out. I'm the boss. I'm the boss. I'm the boss. I'm the boss. I'm the BOSS!,MALE
765,765,PETER PARKER,Holy shit!,MALE
766,766,JAMES RHODES,"Okay, tiny dude is big now. He's big now.",MALE
767,767,STEVE ROGERS,I guess that's the signal.,MALE
768,768,SAM WILSON,"Way to go, Tic Tac!",MALE
769,769,TONY STARK,Give me back my Rhodey.,MALE
770,770,PETER PARKER,I got him!,MALE
771,771,TONY STARK,"Okay, anybody on our side hiding any shocking and fantastic abilities they'd like to disclose, I'm open to suggestion.",MALE
772,772,SCOTT LANG,You wanna get to them… you gotta go through me.,MALE
773,773,CLINT BARTON,We haven't met yet.  I'm Clint.,MALE
774,774,T'CHALA,I don't care.,MALE
775,775,JAMES RHODES,Ahhh!,MALE
776,776,SCOTT LANG,Get off. Something just flew in me!,MALE
777,777,NATASHA ROMANOFF,You're not gonna stop.,FEMALE
778,778,STEVE ROGERS,You know I can't.,MALE
779,779,NATASHA ROMANOFF,I'm gonna regret this.  Go.,FEMALE
780,780,PETER PARKER,"Hey, guys, you ever see that really old movie, Empire Strikes Back?",MALE
781,781,JAMES RHODES,"Jesus, Tony, how old is this guy?",MALE
782,782,TONY STARK,"I don't know, I didn't carbon-date him. He's on the young side.",MALE
783,783,PETER PARKER,You know that part . . . where they're on the snow planet . . . with the walking thingies?,MALE
784,784,TONY STARK,Maybe the kid's on to something.,MALE
785,785,JAMES RHODES,"High now, Tony. Go high.",MALE
786,786,PETER PARKER,YES! Ha ha! That was awesome!,MALE
787,787,SCOTT LANG,Does anyone have any orange slices?,MALE
788,788,TONY STARK,"Kid, you alright?",MALE
789,789,PETER PARKER,Hey! Get off me!,MALE
790,790,TONY STARK,Same side. Guess who. Hi. It's me.,MALE
791,791,PETER PARKER,"Oh. Hey, man.",MALE
792,792,TONY STARK,Yeah.,MALE
793,793,PETER PARKER,That was scary.,MALE
794,794,TONY STARK,Yeah. You're done. Alright?,MALE
795,795,PETER PARKER,What?,MALE
796,796,TONY STARK,You did a good job. Stay down.,MALE
797,797,PETER PARKER,"No, I'm good. I'm fine.",MALE
798,798,TONY STARK,Stay down.,MALE
799,799,PETER PARKER,"No, it's good I gotta get him back!",MALE
800,800,TONY STARK,You're going home or I'll call Aunt May! You're done!,MALE
801,801,PETER PARKER,"Wait. Mr. Stark, wait! I'm not done, I'm not . . .  Okay, I'm done. I'm done.",MALE
802,802,NATASHA ROMANOFF,"I said I'd help you find him, not catch him. There's a difference.",FEMALE
803,803,VISION,I'm sorry.,MALE
804,804,WANDA MAXIMOFF,"Me, too.",FEMALE
805,805,VISION,It's as I said. Catastrophe.,MALE
806,806,JAMES RHODES,"Vision, I got a bandit on my six.  Vision! You copy? Target his thrusters, turn him into a glider.",MALE
807,807,TONY STARK,Rhodey!,MALE
808,808,JAMES RHODES,"Tony, I'm flying dead stick.",MALE
809,809,TONY STARK,RHODES!  Read vitals.,MALE
810,810,FRIDAY,Heartbeat detected. Emergency medical is on its way.,MALE
811,811,SAM WILSON,I'm sorry.,MALE
812,812,GERMAN INNKEEPER,Good morning. Room service.,MALE
813,813,HELMUT ZEMO,"Good morning, Mrs. Leiber.  This is room 201.",MALE
814,814,GERMAN INNKEEPER,"Ah, Mr. Müller.  Bacon and black coffee again today?",MALE
815,815,HELMUT ZEMO,You know me so well.,MALE
816,816,GERMAN INNKEEPER,Hello? Your breakfast is here. May I let myself in? Mr Müller? Mr Müller? Oh God!,MALE
817,817,BUCKY,What's gonna happen to your friends?,MALE
818,818,STEVE ROGERS,Whatever it is… I'll deal with it.,MALE
819,819,BUCKY,"I don't know if I'm worth all this, Steve.",MALE
820,820,STEVE ROGERS,What you did all those years . . . it wasn't you. You didn't have a choice.,MALE
821,821,BUCKY,I know. But I did it.,MALE
822,822,TONY STARK,How did this happen?,MALE
823,823,VISION,I became distracted.,MALE
824,824,TONY STARK,I didn't think that was possible.,MALE
825,825,VISION,Neither did I.,MALE
826,826,TONY STARK,The doctors say he shattered L4 through S1. Extreme laceration in the spinal cord. Probably looking at some form of paralysis.,MALE
827,827,NATASHA ROMANOFF,"Steve's not gonna stop. If you don't either, Rhodey's gonna be the best case scenario.",FEMALE
828,828,TONY STARK,"You let them go, Nat.",MALE
829,829,NATASHA ROMANOFF,We played this wrong.,FEMALE
830,830,TONY STARK,"We'? Boy, it must be hard to shake the whole double agent thing, huh? It sticks in the DNA.",MALE
831,831,NATASHA ROMANOFF,Are you incapable of letting go of your ego for one goddamn second?,FEMALE
832,832,TONY STARK,"T'Challa told Ross what you did, so . . . they're coming for you.",MALE
833,833,NATASHA ROMANOFF,I'm not the one that needs to watch their back.,FEMALE
834,834,TONY STARK,"What am I looking at, Friday?",MALE
835,835,FRIDAY,Priority upload from Berlin police.,MALE
836,836,TONY STARK,Fire up the chopper.,MALE
837,837,FRIDAY,The Task Force called for a psychiatrist as soon as Barnes was captured. The UN dispatched Dr. Theo Broussard from Geneva within the hour. He was met by this man.,MALE
838,838,TONY STARK,Did you run facial recognition yet?,MALE
839,839,FRIDAY,What do I look like?,MALE
840,840,TONY STARK,"Uh, I don't know. I've been picturing a red head.",MALE
841,841,FRIDAY,You must be thinking of someone else.,MALE
842,842,TONY STARK,Must be.,MALE
843,843,FRIDAY,"The fake doctor is actually Colonel Helmut Zemo, Sokovian Intelligence.  Zemo ran Echo Skorpion, a Sokovian covert kill squad.",MALE
844,844,TONY STARK,"So, what happened to the real Broussard?",MALE
845,845,FRIDAY,He was found dead in a Berlin hotel room. Where police also found a wig and facial prosthesis approximating the appearance of one James Buchanan Barnes.,MALE
846,846,TONY STARK,Son of a bitch. Get this to Ross.,MALE
847,847,FRIDAY,"Yes, Boss.",MALE
848,848,GUARD,"This is the Raft Prison Control. You're clear for landing, Mr. Stark.",MALE
849,849,TONY STARK,"So? You got the files? Let's reroute the satellites, start facial scanning for this Zemo guy.",MALE
850,850,SECRETARY ROSS,You seriously think I'm gonna listen to you after that fiasco in Leipzig? You're lucky you're not in one of these cells.,MALE
851,851,CLINT BARTON,"The Futurist, gentlemen! The Futurist is here! He sees all! He knows what's best for you, whether your like it or not.",MALE
852,852,TONY STARK,"Give me a break, Barton. I had no idea they'll put you here. Come on.",MALE
853,853,CLINT BARTON,"Yeah, well, you knew they'd put us somewhere, Tony.",MALE
854,854,TONY STARK,"Yeah, but not some super-max floating ocean pokey. You know, this place is for maniacs. This is a place for . . .",MALE
855,855,CLINT BARTON,"Criminals?  Criminals, Tony. Think that's the word you're looking for.  Right? That didn't used to mean me. Or Sam, or Wanda. But here we are.",MALE
856,856,TONY STARK,Because you broke the law.,MALE
857,857,CLINT BARTON,Yeah.,MALE
858,858,TONY STARK,I didn't make you.,MALE
859,859,CLINT BARTON,"La, la, la, la, la . . .",MALE
860,860,TONY STARK,"You read it, you broke it.",MALE
861,861,CLINT BARTON,"La, la, la, la la…",MALE
862,862,TONY STARK,"Alright, you're all grown up, you got a wife and kids. I don't understand, why didn't you think about them before you chose the wrong side?",MALE
863,863,CLINT BARTON,You gotta watch your back with this guy. There's a chance he's gonna break it.,MALE
864,864,SCOTT LANG,"Hank Pym always said, you never can trust a Stark.",MALE
865,865,TONY STARK,Who are you?,MALE
866,866,SCOTT LANG,"Come on, man.",MALE
867,867,SAM WILSON,How's Rhodes?,MALE
868,868,TONY STARK,They're flying him to Columbia Medical tomorrow. So . . . fingers cross. What do you need? They feed you yet?,MALE
869,869,SAM WILSON,You're the good cop now?,MALE
870,870,TONY STARK,I'm just the guy who needs to know where Steve went.,MALE
871,871,SAM WILSON,"Well, you better go get a bad cop, because you're gonna have to go Mark Fuhrman on my ass to get information out of me.",MALE
872,872,TONY STARK,"Oh, I just knocked the 'A' out of their 'AV'. We got about 30 seconds before they realize it's not their equipment.",MALE
873,873,SECRETARY ROSS,What did you do? Get it back up!,MALE
874,874,TONY STARK,"Just look. Because that is the fellow who was supposed to interrogate Barnes.  Clearly, I made a mistake. Sam, I was wrong.",MALE
875,875,SAM WILSON,That's a first.,MALE
876,876,TONY STARK,Cap is definitely off the reservation but he's about to need all the help he can get. We don't know each other very well. You don't have to…,MALE
877,877,SAM WILSON,"Hey, it's alright.  Look, I'll tell you… but you have to go alone and as a friend.",MALE
878,878,TONY STARK,Easy.,MALE
879,879,SECRETARY ROSS,Stark? Did he give you anything on Rogers?,MALE
880,880,TONY STARK,"Nope. Told me to go to hell. I'm going back to the compound instead, but you can call me anytime. I'll put you on hold, I like to watch the line blink.",MALE
881,881,STEVE ROGERS,You remember that time we had to ride back from Rockaway Beach in the back of that freezer truck?,MALE
882,882,BUCKY,Was that the time we used our train money to buy hot dogs?,MALE
883,883,STEVE ROGERS,You blew three bucks trying to win that stuffed bear for a redhead.,MALE
884,884,BUCKY,What was her name again?,MALE
885,885,STEVE ROGERS,Dolores. You called her Doll.,MALE
886,886,BUCKY,She's gotta be a hundred years old right now.,MALE
887,887,STEVE ROGERS,"So are we, pal.",MALE
888,888,STEVE ROGERS,He can't have been here more than a few hours.,MALE
889,889,BUCKY,Long enough to wake them up.,MALE
890,890,STEVE ROGERS,You ready?,MALE
891,891,BUCKY,Yeah.,MALE
892,892,TONY STARK,You seem a little defensive.,MALE
893,893,STEVE ROGERS,It's been a long day.,MALE
894,894,TONY STARK,"At ease, Soldier. I'm not currently after you.",MALE
895,895,STEVE ROGERS,Then why are you here?,MALE
896,896,TONY STARK,"Could be your story's not so crazy. Maybe. Ross has no idea I'm here. I'd like to keep it that way. Otherwise, I gotta arrest myself.",MALE
897,897,STEVE ROGERS,"Well, that sounds like a lot of paperwork.  It's good to see you, Tony.",MALE
898,898,TONY STARK,"You too, Cap.  Hey, Manchurian Candidate, you're killing me. There's a truce here. You can drop . . .",MALE
899,899,TONY STARK,I got heat signatures.,MALE
900,900,STEVE ROGERS,How many?,MALE
901,901,TONY STARK,"Uh, one.",MALE
902,902,HELMUT ZEMO,"If it's any comfort, they died in their sleep.  Did you really think I wanted more of you?",MALE
903,903,BUCKY,What the hell?,MALE
904,904,HELMUT ZEMO,"I'm grateful to them, though. They brought you here.  Please, Captain. The Soviets built this chamber to withstand the launch blast of UR-100 rockets.",MALE
905,905,TONY STARK,I'm betting I could beat that.,MALE
906,906,HELMUT ZEMO,"Oh, I'm sure you could, Mr. Stark. Given time. But then you'd never know why you came.",MALE
907,907,STEVE ROGERS,You killed innocent people in Vienna just to bring us here?,MALE
908,908,HELMUT ZEMO,"I thought about nothing else for over a year. I studied you. I followed you. But now that you're standing here, I just realized . . . there's a bit of green in the blue of your eyes. How nice to find a flaw.",MALE
909,909,STEVE ROGERS,You're Sokovian. Is that what this is about?,MALE
910,910,HELMUT ZEMO,Sokovia was a failed state long before you blew it to hell. No. I'm here because I made a promise.,MALE
911,911,STEVE ROGERS,You lost someone?,MALE
912,912,HELMUT ZEMO,I lost everyone. And so will you.  An empire toppled by its enemies can rise again. But one which crumples from within? That's dead . . . forever.,MALE
913,913,TONY STARK,I know that road. What is this?,MALE
914,914,HOWARD STARK,Help my wife. Please. Help.,MALE
915,915,HOWARD STARK,Sergeant Barnes?,MALE
916,916,MARIA STARK,Howard!,FEMALE
917,917,MARIA STARK,Howard!,FEMALE
918,918,STEVE ROGERS,Tony. Tony.,MALE
919,919,TONY STARK,Did you know?,MALE
920,920,STEVE ROGERS,I didn't know it was him.,MALE
921,921,TONY STARK,"Don't bullshit me, Rogers! Did you know?",MALE
922,922,STEVE ROGERS,Yes.,MALE
923,923,STEVE ROGERS,Get out of here!,MALE
924,924,STEVE ROGERS,"It wasn't him, Tony. Hydra had control of his mind!",MALE
925,925,TONY STARK,Move!,MALE
926,926,STEVE ROGERS,It wasn't him!,MALE
927,927,FRIDAY,Left boot jet failing. Flight systems compromised.,MALE
928,928,TONY STARK,Ah crap.,MALE
929,929,STEVE ROGERS,He's not going to stop. Go.,MALE
930,930,TONY STARK,"Come on, come on.",MALE
931,931,FRIDAY,"Targeting system's knackered, boss.",MALE
932,932,TONY STARK,I'm eyeballing it.  Do you even remember them?,MALE
933,933,BUCKY,I remember all of them.,MALE
934,934,STEVE ROGERS,This isn't gonna change what happened.,MALE
935,935,TONY STARK,I don't care. He killed my mom.,MALE
936,936,ZEMO'S WIFE,"You should've seen his little face. Just try, okay? I'm going to bed. I love you.",FEMALE
937,937,T'CHALA,I almost kill the wrong man.,MALE
938,938,HELMUT ZEMO,Hardly an innocent one.,MALE
939,939,T'CHALA,This is all you wanted? To see them rip each other apart.,MALE
940,940,HELMUT ZEMO,"My father lived outside the city. I thought we would be safe there. My son was excited. He could see the Iron Man from the car window. I told my wife, ""Don't worry. They are fighting in the city. We're miles from harm."" When the dust cleared . . . and the screaming stopped. It took me two days until I found their bodies. My father . . . still holding my wife and son in his arms. And the Avengers? They went home. I knew I couldn't kill them. More powerful men than me have tried. But, if I could get them to kill each other . . . I'm sorry about your father. He seemed a good man. With a dutiful son.",MALE
941,941,T'CHALA,Vengeance has consumed you. It's consuming them.  I am done letting it consume me. Justice will come soon enough.,MALE
942,942,HELMUT ZEMO,Tell that to the dead.,MALE
943,943,T'CHALA,The living are not done with you yet.,MALE
944,944,FRIDAY,You can't beat him hand to hand.,MALE
945,945,TONY STARK,Analyse his fight pattern.,MALE
946,946,FRIDAY,Scanning!  Countermeasures ready.,MALE
947,947,TONY STARK,Let's kick his ass.,MALE
948,948,STEVE ROGERS,He's my friend.,MALE
949,949,TONY STARK,So was I.  Stay down. Final warning.,MALE
950,950,STEVE ROGERS,I can do this all day.,MALE
951,951,TONY STARK,That shield doesn't belong to you.  You don't deserve it. My father made that shield!,MALE
952,952,EVERETT ROSS,"Meals at eight and five. Toilet privileges twice a day. Raise your voice, zap. Touch the glass, zap. You step out of line, you deal with me. Please, step out of line. Hmm?  So how does it feel? To spend all that time, all that effort . . . and, to see it fail so spectacularly?",MALE
953,953,HELMUT ZEMO,Did it?,MALE
954,954,TONY STARK,It's just the first pass.,MALE
955,955,JAMES RHODES,Yeah.,MALE
956,956,TONY STARK,Give me some feedback. Anything you can think of. Shock absorption. Lateral movement. Cup holder?,MALE
957,957,JAMES RHODES,You may wanna think about some AC down in . . .,MALE
958,958,TONY STARK,Let's go. I'll give you a hand.,MALE
959,959,JAMES RHODES,"No, no, don't. Don't help me. Don't help me.  138. 138 combat missions. That's how many I've flown, Tony. Every one of them could've been my last, but I flew 'em. Because the fight needed to be fought. It's the same with these Accords. I signed because it was the right thing to do. And, yeah, this sucks. This is . . . this is a bad beat. But it hasn't change my mind. I don't think.",MALE
960,960,TONY STARK,You okay?,MALE
961,961,JAMES RHODES,Oh yeah.,MALE
962,962,STAN LEE,"Are you Tony ""Stank""?",MALE
963,963,JAMES RHODES,"Yes, this is--this is Tony ""Stank"". You're in the right place. Thank you for that! I'm never dropping that, by the way. Table for one, Mr. ""Stank"". Please, by the bathroom.",MALE
964,964,STEVE ROGERS,"Tony, I'm glad you're back at the compound. I don't like the idea of you rattling around a mansion by yourself. We all need family. The Avengers are yours, maybe more so than mine. I've been on my own since I was 18. I never really fit in anywhere, even in the army. My faith's in people, I guess. Individuals. And I'm happy to say that, for the most part, they haven't let me down. Which is why I can't let them down either. Locks can be replaced, but maybe they shouldn't. I know I hurt you, Tony. I guess I thought by not telling you about your parents I was sparing you, but I can see now that I was really sparing myself, and I'm sorry. Hopefully one day you can understand. I wish we agreed on the Accords, I really do. I know you're doing what you believe in, and that's all any of us can do. That's all any of us should . . .",MALE
965,965,FRIDAY,Priority call from Secretary Ross. There's been a breach at the Raft prison.,MALE
966,966,TONY STARK,"Yeah, put him through.",MALE
967,967,SECRETARY ROSS,"Tony, we have a problem.",MALE
968,968,TONY STARK,"Ah, please hold.",MALE
969,969,SECRETARY ROSS,No. Don't . . .,MALE
970,970,STEVE ROGERS,"So, no matter what. I promise you, if you need us, if you need me, I'll be there.",MALE
971,971,STEVE ROGERS,You sure about this?,MALE
972,972,BUCKY,"I can't trust my own mind. So, until they figure out how to get this stuff out of my head I think going back under is the best thing . . . for everybody.",MALE
973,973,STEVE ROGERS,Thank you for this.,MALE
974,974,T'CHALA,"Your friend and my father, they were both victims. If I can help one of them find peace…",MALE
975,975,STEVE ROGERS,"You know, If they find out he's here . . . they'll come for him.",MALE
976,976,T'CHALA,Let them try.,MALE
977,977,MAY PARKER,So. Who was it? Who hit you?,FEMALE
978,978,PETER PARKER,"Some guy. So itchy, man. God.",MALE
979,979,MAY PARKER,"What's ""some guy's"" name?",FEMALE
980,980,PETER PARKER,"Uh, Steve.",MALE
981,981,MAY PARKER,Steve? From 12-C? With the overbite?,FEMALE
982,982,PETER PARKER,"No, no, no. You don't know him, he's from Brooklyn.  Ouch.",MALE
983,983,MAY PARKER,Well . . . I hope you got a few good licks in.,FEMALE
984,984,PETER PARKER,"Yeah, I got quite a few in, actually. His friend was huge. Like huge.  That's way better. Thank you.",MALE
985,985,MAY PARKER,"Okay, tough guy.",FEMALE
986,986,PETER PARKER,"Love you, May. Hey, can you shut the door?",MALE
